# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
|1318|      32|      0|    0.00|  0.00|                 0|             23|            126|              50|     32|            32|            1|
|1319|      15|      0|    0.00|  0.00|                 0|             12|             58|              14|     15|            15|            1|
|1320|      50|      0|    0.02|  0.01|                 1|             41|            198|              78|     50|            50|            1|
|1321|      25|      0|    0.04|  0.01|                 1|             26|             98|              42|     25|            25|            1|
|1322|      42|      0|    0.00|  0.00|                 0|             40|            166|              68|     42|            42|            1|
|1323|      27|      0|    0.06|  0.01|                 1|             17|            106|              36|     27|            27|            1|
|1324|      37|      0|    0.00|  0.00|                 0|             27|            146|              46|     37|            37|            1|
|1325|       8|      0|    0.00|  0.00|                 0|              6|             30|               6|      8|             8|            1|
|1326|      29|      0|    0.00|  0.00|                 0|             19|            114|              34|     29|            29|            1|
|1327|      34|      0|    0.03|  0.01|                 1|             31|            134|              58|     34|            34|            1|
|1328|      26|      0|    0.00|  0.00|                 0|             15|            102|              38|     26|            26|            1|
|1329|      18|      0|    0.00|  0.00|                 0|             15|             70|              26|     18|            18|            1|
|1330|      20|      0|    0.00|  0.00|                 0|             14|             78|              26|     20|            20|            1|
|1331|      20|      0|    0.00|  0.00|                 0|             21|             78|              30|     20|            20|            1|
|1332|      10|      0|    0.00|  0.00|                 0|              6|             38|              16|     10|            10|            1|
|1333|      20|      0|    0.06|  0.01|                 1|             16|             78|              32|     20|            20|            1|
|1334|      12|      0|    0.09|  0.02|                 1|             11|             46|              20|     12|            12|            1|
|1335|      36|      0|    0.00|  0.00|                 0|             28|            142|              58|     36|            36|            1|
|1336|      16|      0|    0.08|  0.02|                 1|             12|             62|              20|     16|            16|            1|
|1337|      12|      0|    0.00|  0.00|                 0|              8|             46|               8|     12|            12|            1|
|1338|      24|      0|    0.17|  0.03|                 3|             18|             94|              30|     24|            24|            1|
|1339|      42|      0|    0.03|  0.01|                 1|             36|            166|              60|     42|            42|            1|
|1340|      23|      0|    0.05|  0.01|                 1|             19|             90|              34|     23|            23|            1|
|1341|      26|      0|    0.00|  0.00|                 0|             26|            102|              46|     26|            26|            1|
|1342|      28|      0|    0.11|  0.02|                 2|             19|            110|              38|     28|            28|            1|
|1343|      12|      0|    0.00|  0.00|                 0|             10|             46|              14|     12|            12|            1|
|1344|      10|      0|    0.17|  0.03|                 1|              6|             38|              14|     10|            10|            1|
|1345|      22|      0|    0.07|  0.01|                 1|             15|             86|              32|     22|            22|            1|
|1346|      34|      0|    0.13|  0.03|                 4|             31|            134|              50|     34|            34|            1|
|1347|       4|      0|    0.25|  0.07|                 1|              4|             14|               0|      4|             4|            1|
|1348|      14|      0|    0.00|  0.00|                 0|              8|             54|              12|     14|            14|            1|
|1349|      27|      0|    0.00|  0.00|                 0|             20|            106|              40|     27|            27|            1|
|1350|      12|      0|    0.00|  0.00|                 0|              9|             46|              18|     12|            12|            1|
|1351|      28|      0|    0.10|  0.02|                 2|             21|            110|              46|     28|            28|            1|
|1352|      15|      0|    0.07|  0.02|                 1|             14|             58|              22|     15|            15|            1|
|1353|      30|      0|    0.00|  0.00|                 0|             19|            118|              44|     30|            30|            1|
|1354|      27|      0|    0.00|  0.00|                 0|             18|            106|              40|     27|            27|            1|
|1355|      41|      0|    0.00|  0.00|                 0|             24|            162|              60|     41|            41|            1|
|1356|      50|      0|    0.00|  0.00|                 0|             37|            198|              86|     50|            50|            1|
|1357|      13|      0|    0.00|  0.00|                 0|             11|             50|              16|     13|            13|            1|
|1358|      39|      0|    0.03|  0.01|                 1|             29|            154|              42|     39|            39|            1|
|1359|      25|      0|    0.08|  0.02|                 2|             24|             98|              32|     25|            25|            1|
|1360|      18|      0|    0.06|  0.01|                 1|             16|             70|              24|     18|            18|            1|
|1361|      19|      0|    0.00|  0.00|                 0|             20|             74|              32|     19|            19|            1|
|1362|      33|      0|    0.04|  0.01|                 1|             24|            130|              44|     33|            33|            1|
|1363|      15|      0|    0.00|  0.00|                 0|             14|             58|              14|     15|            15|            1|
|1364|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
|1365|      38|      0|    0.00|  0.00|                 0|             32|            150|              54|     38|            38|            1|
|1366|      23|      0|    0.00|  0.00|                 0|             13|             90|              32|     23|            23|            1|
|1367|      18|      0|    0.06|  0.01|                 1|             16|             70|              28|     18|            18|            1|
|1368|      21|      0|    0.00|  0.00|                 0|             17|             82|              36|     21|            21|            1|
|1369|      21|      0|    0.05|  0.01|                 1|             19|             82|              24|     21|            21|            1|
|1370|      21|      0|    0.00|  0.00|                 0|             16|             82|              28|     21|            21|            1|
|1371|      25|      0|    0.00|  0.00|                 0|             14|             98|              26|     25|            25|            1|
|1372|      32|      0|    0.12|  0.02|                 3|             24|            126|              40|     32|            32|            1|
|1373|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
|1374|      22|      0|    0.00|  0.00|                 0|             22|             86|              34|     22|            22|            1|
|1375|      12|      0|    0.00|  0.00|                 0|              8|             46|              16|     12|            12|            1|
|1376|      30|      0|    0.04|  0.01|                 1|             25|            118|              48|     30|            30|            1|
|1377|      36|      0|    0.00|  0.00|                 0|             28|            142|              58|     36|            36|            1|
|1378|      24|      0|    0.09|  0.02|                 2|             23|             94|              32|     24|            24|            1|
|1379|      25|      0|    0.00|  0.00|                 0|             18|             98|              44|     25|            25|            1|
|1380|      15|      0|    0.08|  0.02|                 1|             13|             58|              14|     15|            15|            1|
|1381|      19|      0|    0.00|  0.00|                 0|             13|             74|              18|     19|            19|            1|
|1382|      19|      0|    0.00|  0.00|                 0|             12|             74|              22|     19|            19|            1|
|1383|      15|      0|    0.00|  0.00|                 0|              7|             58|              16|     15|            15|            1|
|1384|      16|      0|    0.09|  0.02|                 1|             11|             62|              16|     16|            16|            1|
|1385|      17|      0|    0.14|  0.03|                 2|             14|             66|              18|     17|            17|            1|
|1386|      34|      0|    0.00|  0.00|                 0|             24|            134|              42|     34|            34|            1|
|1387|      22|      0|    0.04|  0.01|                 1|             25|             86|              38|     22|            22|            1|
|1388|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
|1389|      19|      0|    0.00|  0.00|                 0|             15|             74|              24|     19|            19|            1|
|1390|      17|      0|    0.00|  0.00|                 0|             12|             66|              26|     17|            17|            1|
|1391|      34|      0|    0.00|  0.00|                 0|             31|            134|              56|     34|            34|            1|
|1392|      22|      0|    0.05|  0.01|                 1|             19|             86|              34|     22|            22|            1|
|1393|      22|      0|    0.06|  0.01|                 1|             18|             86|              30|     22|            22|            1|
|1394|      13|      0|    0.00|  0.00|                 0|             13|             50|              16|     13|            13|            1|
|1395|      27|      0|    0.00|  0.00|                 0|             21|            106|              38|     27|            27|            1|
|1396|      12|      0|    0.10|  0.02|                 1|             10|             46|              10|     12|            12|            1|
|1397|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
|1398|       4|      0|    0.00|  0.00|                 0|              3|             14|               0|      4|             4|            1|
|1399|      13|      0|    0.11|  0.02|                 1|              9|             50|              12|     13|            13|            1|
|1400|      29|      0|    0.09|  0.02|                 2|             22|            114|              40|     29|            29|            1|
|1401|      34|      0|    0.00|  0.00|                 0|             30|            134|              50|     34|            34|            1|
|1402|      16|      0|    0.07|  0.02|                 1|             15|             62|              24|     16|            16|            1|
|1403|      18|      0|    0.07|  0.01|                 1|             15|             70|              28|     18|            18|            1|
|1404|      42|      0|    0.00|  0.00|                 0|             35|            166|              60|     42|            42|            1|
|1405|      26|      0|    0.10|  0.02|                 2|             21|            102|              44|     26|            26|            1|
|1406|       3|      0|    0.00|  0.00|                 0|              1|             10|               0|      3|             3|            1|
|1407|      50|      0|    0.02|  0.01|                 1|             44|            198|              84|     50|            50|            1|
|1408|      21|      0|    0.00|  0.00|                 0|             16|             82|              34|     21|            21|            1|
|1409|      23|      0|    0.05|  0.01|                 1|             21|             90|              36|     23|            23|            1|
|1410|      15|      0|    0.00|  0.00|                 0|              9|             58|              24|     15|            15|            1|
|1411|      22|      0|    0.06|  0.01|                 1|             18|             86|              34|     22|            22|            1|
|1412|      31|      0|    0.04|  0.01|                 1|             26|            122|              48|     31|            31|            1|
|1413|      53|      0|    0.04|  0.01|                 2|             46|            210|              78|     53|            53|            1|
|1414|      21|      0|    0.05|  0.01|                 1|             22|             82|              36|     21|            21|            1|
|1415|      44|      0|    0.00|  0.00|                 0|             35|            174|              68|     44|            44|            1|
|1416|      31|      0|    0.03|  0.01|                 1|             31|            122|              46|     31|            31|            1|
|1417|      19|      0|    0.10|  0.01|                 1|             10|             74|              22|     19|            19|            1|
|1418|      21|      0|    0.00|  0.00|                 0|             16|             82|              18|     21|            21|            1|
|1419|      11|      0|    0.00|  0.00|                 0|              8|             42|              16|     11|            11|            1|
|1420|      19|      0|    0.00|  0.00|                 0|             10|             74|              22|     19|            19|            1|
|1421|      45|      0|    0.03|  0.01|                 1|             34|            178|              76|     45|            45|            1|
|1422|      38|      0|    0.03|  0.01|                 1|             32|            150|              62|     38|            38|            1|
|1423|      10|      0|    0.00|  0.00|                 0|              8|             38|              12|     10|            10|            1|
|1424|      30|      0|    0.00|  0.00|                 0|             20|            118|              46|     30|            30|            1|
|1425|      37|      0|    0.00|  0.00|                 0|             29|            146|              48|     37|            37|            1|
|1426|      18|      0|    0.00|  0.00|                 0|             11|             70|              24|     18|            18|            1|
|1427|      47|      0|    0.00|  0.00|                 0|             29|            186|              64|     47|            47|            1|
|1428|      29|      0|    0.05|  0.01|                 1|             22|            114|              40|     29|            29|            1|
|1429|      36|      0|    0.00|  0.00|                 0|             26|            142|              40|     36|            36|            1|
|1430|      15|      0|    0.00|  0.00|                 0|              9|             58|              20|     15|            15|            1|
|1431|      36|      0|    0.03|  0.01|                 1|             32|            142|              52|     36|            36|            1|
|1432|      57|      0|    0.02|  0.00|                 1|             47|            226|              82|     57|            57|            1|
|1433|      17|      0|    0.08|  0.02|                 1|             12|             66|              20|     17|            17|            1|
|1434|      12|      0|    0.10|  0.02|                 1|             10|             46|              12|     12|            12|            1|
|1435|      38|      0|    0.03|  0.01|                 1|             29|            150|              54|     38|            38|            1|
|1436|      24|      0|    0.00|  0.00|                 0|             19|             94|              38|     24|            24|            1|
|1437|      28|      0|    0.00|  0.00|                 0|             20|            110|              38|     28|            28|            1|
|1438|      45|      0|    0.00|  0.00|                 0|             39|            178|              66|     45|            45|            1|
|1439|      19|      0|    0.05|  0.01|                 1|             20|             74|              22|     19|            19|            1|
|1440|      22|      0|    0.00|  0.00|                 0|             19|             86|              36|     22|            22|            1|
|1441|      27|      0|    0.00|  0.00|                 0|             17|            106|              38|     27|            27|            1|
|1442|      60|      0|    0.00|  0.00|                 0|             19|            238|              90|     60|            60|            1|
|1443|      15|      0|    0.00|  0.00|                 0|              8|             58|              18|     15|            15|            1|
|1444|      38|      0|    0.03|  0.01|                 1|             36|            150|              54|     38|            38|            1|
|1445|      45|      0|    0.00|  0.00|                 0|             30|            178|              58|     45|            45|            1|
|1446|      19|      0|    0.00|  0.00|                 0|             13|             74|              26|     19|            19|            1|
|1447|      16|      0|    0.08|  0.02|                 1|             13|             62|              10|     16|            16|            1|
|1448|      24|      0|    0.00|  0.00|                 0|             21|             94|              34|     24|            24|            1|
|1449|      20|      0|    0.07|  0.01|                 1|             14|             78|              26|     20|            20|            1|
|1450|      30|      0|    0.00|  0.00|                 0|             19|            118|              42|     30|            30|            1|
|1451|      41|      0|    0.00|  0.00|                 0|             30|            162|              64|     41|            41|            1|
|1452|      16|      0|    0.11|  0.02|                 1|              9|             62|              18|     16|            16|            1|
|1453|      17|      0|    0.09|  0.02|                 1|             11|             66|              22|     17|            17|            1|
|1454|      37|      0|    0.00|  0.00|                 0|             26|            146|              62|     37|            37|            1|
|1455|      16|      0|    0.00|  0.00|                 0|             13|             62|              22|     16|            16|            1|
|1456|      22|      0|    0.00|  0.00|                 0|             21|             86|              32|     22|            22|            1|
|1457|      39|      0|    0.00|  0.00|                 0|             32|            154|              60|     39|            39|            1|
|1458|      33|      0|    0.00|  0.00|                 0|             31|            130|              58|     33|            33|            1|
|1459|      19|      0|    0.00|  0.00|                 0|             22|             74|              22|     19|            19|            1|
|1460|      17|      0|    0.00|  0.00|                 0|             17|             66|              24|     17|            17|            1|
|1461|      28|      0|    0.00|  0.00|                 0|             24|            110|              34|     28|            28|            1|
|1462|      25|      0|    0.00|  0.00|                 0|             20|             98|              34|     25|            25|            1|
|1463|      12|      0|    0.00|  0.00|                 0|             12|             46|              18|     12|            12|            1|
|1464|      27|      0|    0.00|  0.00|                 0|             21|            106|              34|     27|            27|            1|
|1465|      40|      0|    0.00|  0.00|                 0|             27|            158|              66|     40|            40|            1|
|1466|      11|      0|    0.12|  0.02|                 1|              8|             42|              18|     11|            11|            1|
|1467|      14|      0|    0.00|  0.00|                 0|              9|             54|              14|     14|            14|            1|
|1468|      24|      0|    0.00|  0.00|                 0|             19|             94|              36|     24|            24|            1|
|1469|       8|      0|    0.00|  0.00|                 0|              7|             30|              10|      8|             8|            1|
|1470|      45|      0|    0.00|  0.00|                 0|             29|            178|              56|     45|            45|            1|
|1471|      30|      0|    0.00|  0.00|                 0|             28|            118|              48|     30|            30|            1|
|1472|      15|      0|    0.08|  0.02|                 1|             12|             58|              16|     15|            15|            1|
|1473|      19|      0|    0.00|  0.00|                 0|             18|             74|              26|     19|            19|            1|
|1474|      32|      0|    0.00|  0.00|                 0|             25|            126|              46|     32|            32|            1|
|1475|      12|      0|    0.00|  0.00|                 0|             13|             46|              10|     12|            12|            1|
|1476|      23|      0|    0.00|  0.00|                 0|             16|             90|              24|     23|            23|            1|
|1477|      22|      0|    0.00|  0.00|                 0|             15|             86|              30|     22|            22|            1|
|1478|      17|      0|    0.07|  0.02|                 1|             15|             66|              26|     17|            17|            1|
|1479|      19|      0|    0.00|  0.00|                 0|             16|             74|              20|     19|            19|            1|
|1480|      11|      0|    0.00|  0.00|                 0|              7|             42|              12|     11|            11|            1|
|1481|      24|      0|    0.06|  0.01|                 1|             17|             94|              38|     24|            24|            1|
|1482|      11|      0|    0.00|  0.00|                 0|              8|             42|              14|     11|            11|            1|
|1483|      13|      0|    0.00|  0.00|                 0|              9|             50|              14|     13|            13|            1|
|1484|      15|      0|    0.10|  0.02|                 1|             10|             58|              18|     15|            15|            1|
|1485|      44|      0|    0.03|  0.01|                 1|             31|            174|              60|     44|            44|            1|
|1486|       4|      0|    0.00|  0.00|                 0|              4|             14|               2|      4|             4|            1|
|1487|      29|      0|    0.00|  0.00|                 0|             26|            114|              52|     29|            29|            1|
|1488|      31|      0|    0.05|  0.01|                 1|             20|            122|              42|     31|            31|            1|
|1489|      12|      0|    0.00|  0.00|                 0|             11|             46|              12|     12|            12|            1|
|1490|      34|      0|    0.00|  0.00|                 0|             29|            134|              58|     34|            34|            1|
|1491|      32|      0|    0.04|  0.01|                 1|             25|            126|              40|     32|            32|            1|
|1492|      17|      0|    0.13|  0.03|                 2|             15|             66|              12|     17|            17|            1|
|1493|       9|      0|    0.00|  0.00|                 0|              8|             34|               6|      9|             9|            1|
|1494|      24|      0|    0.00|  0.00|                 0|             16|             94|              26|     24|            24|            1|
|1495|      21|      0|    0.00|  0.00|                 0|             14|             82|              20|     21|            21|            1|
|1496|      22|      0|    0.11|  0.02|                 2|             18|             86|              34|     22|            22|            1|
|1497|      11|      0|    0.00|  0.00|                 0|              9|             42|              12|     11|            11|            1|
|1498|      35|      0|    0.07|  0.01|                 2|             28|            138|              52|     35|            35|            1|
|1499|      17|      0|    0.11|  0.02|                 1|              9|             66|              22|     17|            17|            1|
|1500|       7|      0|    0.33|  0.08|                 2|              6|             26|               4|      7|             7|            1|
|1501|      20|      0|    0.07|  0.01|                 1|             14|             78|              24|     20|            20|            1|
|1502|      31|      0|    0.00|  0.00|                 0|             19|            122|              54|     31|            31|            1|
|1503|      21|      0|    0.07|  0.01|                 1|             14|             82|              30|     21|            21|            1|
|1504|      35|      0|    0.00|  0.00|                 0|             29|            138|              38|     35|            35|            1|
|1505|      17|      0|    0.00|  0.00|                 0|             15|             66|              28|     17|            17|            1|
|1506|      33|      0|    0.04|  0.01|                 1|             27|            130|              46|     33|            33|            1|
|1507|      26|      0|    0.00|  0.00|                 0|             21|            102|              38|     26|            26|            1|
|1508|      14|      0|    0.00|  0.00|                 0|             10|             54|              18|     14|            14|            1|
|1509|      11|      0|    0.00|  0.00|                 0|              7|             42|              18|     11|            11|            1|
|1510|      26|      0|    0.05|  0.01|                 1|             22|            102|              40|     26|            26|            1|
|1511|      24|      0|    0.00|  0.00|                 0|             16|             94|              30|     24|            24|            1|
|1512|      29|      0|    0.16|  0.04|                 4|             25|            114|              40|     29|            29|            1|
|1513|      21|      0|    0.06|  0.01|                 1|             16|             82|              36|     21|            21|            1|
|1514|      28|      0|    0.03|  0.01|                 1|             30|            110|              34|     28|            28|            1|
|1515|      39|      0|    0.03|  0.01|                 1|             32|            154|              56|     39|            39|            1|
|1516|      14|      0|    0.00|  0.00|                 0|              8|             54|              22|     14|            14|            1|
|1517|      25|      0|    0.11|  0.02|                 2|             19|             98|              36|     25|            25|            1|
|1518|      26|      0|    0.12|  0.03|                 3|             24|            102|              32|     26|            26|            1|
|1519|      19|      0|    0.00|  0.00|                 0|             12|             74|              32|     19|            19|            1|
|1520|      26|      0|    0.25|  0.05|                 5|             20|            102|              30|     26|            26|            1|
|1521|      18|      0|    0.00|  0.00|                 0|             14|             70|              26|     18|            18|            1|
|1522|      24|      0|    0.08|  0.01|                 1|             13|             94|              24|     24|            24|            1|
|1523|      16|      0|    0.00|  0.00|                 0|             11|             62|              16|     16|            16|            1|
|1524|      15|      0|    0.00|  0.00|                 0|             15|             58|              14|     15|            15|            1|
|1525|      16|      0|    0.00|  0.00|                 0|             11|             62|              24|     16|            16|            1|
|1526|      15|      0|    0.00|  0.00|                 0|             12|             58|              24|     15|            15|            1|
|1527|      23|      0|    0.07|  0.01|                 1|             15|             90|              30|     23|            23|            1|
|1528|      17|      0|    0.00|  0.00|                 0|             15|             66|              22|     17|            17|            1|
|1529|       8|      0|    0.00|  0.00|                 0|              7|             30|               4|      8|             8|            1|
|1530|      27|      0|    0.00|  0.00|                 0|             21|            106|              42|     27|            27|            1|
|1531|      24|      0|    0.07|  0.01|                 1|             14|             94|              32|     24|            24|            1|
|1532|      18|      0|    0.06|  0.01|                 1|             16|             70|              26|     18|            18|            1|
|1533|      19|      0|    0.00|  0.00|                 0|             19|             74|              28|     19|            19|            1|
|1534|      21|      0|    0.00|  0.00|                 0|             18|             82|              32|     21|            21|            1|
|1535|      11|      0|    0.00|  0.00|                 0|              7|             42|              10|     11|            11|            1|
|1536|       9|      0|    0.00|  0.00|                 0|              7|             34|               2|      9|             9|            1|
|1537|      17|      0|    0.00|  0.00|                 0|             11|             66|              24|     17|            17|            1|
|1538|      19|      0|    0.00|  0.00|                 0|             14|             74|              22|     19|            19|            1|
|1539|      31|      0|    0.03|  0.01|                 1|             29|            122|              40|     31|            31|            1|
|1540|      16|      0|    0.07|  0.02|                 1|             14|             62|              20|     16|            16|            1|
|1541|      29|      0|    0.05|  0.01|                 1|             20|            114|              40|     29|            29|            1|
|1542|      25|      0|    0.05|  0.01|                 1|             22|             98|              30|     25|            25|            1|
|1543|      20|      0|    0.07|  0.01|                 1|             14|             78|              22|     20|            20|            1|
|1544|       8|      0|    0.00|  0.00|                 0|              5|             30|               6|      8|             8|            1|
|1545|      19|      0|    0.00|  0.00|                 0|             12|             74|              22|     19|            19|            1|
|1546|      17|      0|    0.17|  0.03|                 2|             12|             66|              22|     17|            17|            1|
|1547|      14|      0|    0.00|  0.00|                 0|              5|             54|               6|     14|            14|            1|
|1548|       7|      0|    0.00|  0.00|                 0|              4|             26|               8|      7|             7|            1|
|1549|      17|      0|    0.00|  0.00|                 0|             10|             66|              22|     17|            17|            1|
|1550|       8|      0|    0.00|  0.00|                 0|              8|             30|               8|      8|             8|            1|
|1551|      11|      0|    0.12|  0.02|                 1|              8|             42|              16|     11|            11|            1|
|1552|      29|      0|    0.04|  0.01|                 1|             24|            114|              46|     29|            29|            1|
|1553|      38|      0|    0.08|  0.02|                 3|             36|            150|              62|     38|            38|            1|
|1554|      25|      0|    0.22|  0.04|                 4|             18|             98|              24|     25|            25|            1|
|1555|      21|      0|    0.06|  0.01|                 1|             16|             82|              30|     21|            21|            1|
|1556|      27|      0|    0.10|  0.02|                 2|             21|            106|              36|     27|            27|            1|
|1557|      15|      0|    0.00|  0.00|                 0|              9|             58|              18|     15|            15|            1|
|1558|      12|      0|    0.00|  0.00|                 0|              8|             46|              18|     12|            12|            1|
|1559|      26|      0|    0.00|  0.00|                 0|             18|            102|              32|     26|            26|            1|
|1560|      10|      0|    0.17|  0.03|                 1|              6|             38|               6|     10|            10|            1|
|1561|      30|      0|    0.00|  0.00|                 0|             28|            118|              44|     30|            30|            1|
|1562|      19|      0|    0.00|  0.00|                 0|             14|             74|              26|     19|            19|            1|
|1563|       6|      0|    0.00|  0.00|                 0|              5|             22|               8|      6|             6|            1|
|1564|      30|      0|    0.00|  0.00|                 0|             19|            118|              36|     30|            30|            1|
|1565|      27|      0|    0.00|  0.00|                 0|             20|            106|              40|     27|            27|            1|
|1566|      23|      0|    0.07|  0.01|                 1|             15|             90|              34|     23|            23|            1|
|1567|      15|      0|    0.10|  0.02|                 1|             10|             58|              20|     15|            15|            1|
|1568|      29|      0|    0.05|  0.01|                 1|             21|            114|              44|     29|            29|            1|
|1569|      35|      0|    0.00|  0.00|                 0|             28|            138|              48|     35|            35|            1|
|1570|      28|      0|    0.05|  0.01|                 1|             20|            110|              38|     28|            28|            1|
|1571|      19|      0|    0.24|  0.05|                 4|             17|             74|              22|     19|            19|            1|
|1572|      12|      0|    0.08|  0.02|                 1|             13|             46|              16|     12|            12|            1|
|1573|      24|      0|    0.00|  0.00|                 0|             18|             94|              36|     24|            24|            1|
|1574|      19|      0|    0.00|  0.00|                 0|             16|             74|              18|     19|            19|            1|
|1575|      12|      0|    0.08|  0.02|                 1|             13|             46|              20|     12|            12|            1|
|1576|      18|      0|    0.00|  0.00|                 0|             17|             70|              24|     18|            18|            1|
|1577|      21|      0|    0.00|  0.00|                 0|             18|             82|              34|     21|            21|            1|
|1578|      46|      0|    0.00|  0.00|                 0|             35|            182|              78|     46|            46|            1|
|1579|      27|      0|    0.00|  0.00|                 0|             21|            106|              46|     27|            27|            1|
|1580|       6|      0|    0.20|  0.05|                 1|              5|             22|               4|      6|             6|            1|
|1581|      46|      0|    0.00|  0.00|                 0|             35|            182|              58|     46|            46|            1|
|1582|      33|      0|    0.00|  0.00|                 0|             25|            130|              42|     33|            33|            1|
|1583|      17|      0|    0.00|  0.00|                 0|             12|             66|              26|     17|            17|            1|
|1584|      15|      0|    0.00|  0.00|                 0|              9|             58|              16|     15|            15|            1|
|1585|      13|      0|    0.00|  0.00|                 0|             14|             50|              14|     13|            13|            1|
|1586|      28|      0|    0.05|  0.01|                 1|             22|            110|              38|     28|            28|            1|
|1587|      18|      0|    0.00|  0.00|                 0|             18|             70|              22|     18|            18|            1|
|1588|      19|      0|    0.07|  0.01|                 1|             15|             74|              20|     19|            19|            1|
|1589|      32|      0|    0.00|  0.00|                 0|             23|            126|              48|     32|            32|            1|
|1590|       6|      0|    0.00|  0.00|                 0|              5|             22|               6|      6|             6|            1|
|1591|      11|      0|    0.10|  0.02|                 1|             10|             42|              14|     11|            11|            1|
|1592|      37|      0|    0.00|  0.00|                 0|             31|            146|              56|     37|            37|            1|
|1593|       5|      0|    0.00|  0.00|                 0|              4|             18|               0|      5|             5|            1|
|1594|      40|      0|    0.03|  0.01|                 1|             31|            158|              60|     40|            40|            1|
|1595|      31|      0|    0.00|  0.00|                 0|             23|            122|              36|     31|            31|            1|
|1596|      16|      0|    0.00|  0.00|                 0|             11|             62|              22|     16|            16|            1|
|1597|      37|      0|    0.00|  0.00|                 0|             35|            146|              64|     37|            37|            1|
|1598|      28|      0|    0.00|  0.00|                 0|             19|            110|              26|     28|            28|            1|
|1599|      28|      0|    0.00|  0.00|                 0|             23|            110|              34|     28|            28|            1|
|1600|      30|      0|    0.00|  0.00|                 0|             22|            118|              40|     30|            30|            1|
|1601|      27|      0|    0.00|  0.00|                 0|             22|            106|              38|     27|            27|            1|
|1602|      40|      0|    0.03|  0.01|                 1|             32|            158|              48|     40|            40|            1|
|1603|      16|      0|    0.00|  0.00|                 0|             13|             62|              24|     16|            16|            1|
|1604|      22|      0|    0.00|  0.00|                 0|             20|             86|              34|     22|            22|            1|
|1605|       9|      0|    0.00|  0.00|                 0|              6|             34|               8|      9|             9|            1|
|1606|      22|      0|    0.00|  0.00|                 0|             23|             86|              34|     22|            22|            1|
|1607|      22|      0|    0.00|  0.00|                 0|             18|             86|              32|     22|            22|            1|
|1608|      15|      0|    0.08|  0.02|                 1|             12|             58|              22|     15|            15|            1|
|1609|      14|      0|    0.00|  0.00|                 0|             11|             54|              20|     14|            14|            1|
|1610|      14|      0|    0.00|  0.00|                 0|             10|             54|              16|     14|            14|            1|
|1611|      22|      0|    0.00|  0.00|                 0|             19|             86|              30|     22|            22|            1|
|1612|      14|      0|    0.00|  0.00|                 0|             14|             54|              20|     14|            14|            1|
|1613|      18|      0|    0.00|  0.00|                 0|             13|             70|              22|     18|            18|            1|
|1614|      10|      0|    0.00|  0.00|                 0|              8|             38|              12|     10|            10|            1|
|1615|      18|      0|    0.08|  0.01|                 1|             12|             70|              26|     18|            18|            1|
|1616|      24|      0|    0.00|  0.00|                 0|             19|             94|              28|     24|            24|            1|
|1617|      31|      0|    0.00|  0.00|                 0|             20|            122|              32|     31|            31|            1|
|1618|      29|      0|    0.05|  0.01|                 1|             20|            114|              34|     29|            29|            1|
|1619|      24|      0|    0.00|  0.00|                 0|             19|             94|              36|     24|            24|            1|
|1620|      17|      0|    0.00|  0.00|                 0|             13|             66|              26|     17|            17|            1|
|1621|      20|      0|    0.00|  0.00|                 0|             15|             78|              28|     20|            20|            1|
|1622|      21|      0|    0.00|  0.00|                 0|             11|             82|              16|     21|            21|            1|
|1623|      31|      0|    0.00|  0.00|                 0|             21|            122|              44|     31|            31|            1|
|1624|      26|      0|    0.00|  0.00|                 0|             18|            102|              22|     26|            26|            1|
|1625|      23|      0|    0.00|  0.00|                 0|             21|             90|              30|     23|            23|            1|
|1626|      32|      0|    0.00|  0.00|                 0|             23|            126|              50|     32|            32|            1|
|1627|      27|      0|    0.04|  0.01|                 1|             24|            106|              42|     27|            27|            1|
|1628|      19|      0|    0.00|  0.00|                 0|              9|             74|              22|     19|            19|            1|
