# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
|1313|      32|      0|    0.71|  0.89|                17|             24|             19|               1|     32|            32|            1|
|1314|      21|      0|    1.00|  1.00|                13|             13|             13|               0|     21|            21|            1|
|1315|      10|      0|    1.00|  1.00|                 8|              8|              8|               0|     10|            10|            1|
|1316|      23|      0|    0.88|  0.84|                21|             24|             25|               1|     23|            23|            1|
|1317|      11|      0|    1.00|  1.00|                 6|              6|              6|               0|     11|            11|            1|
|1318|      32|      0|    0.74|  0.71|                17|             23|             24|               7|     32|            32|            1|
|1319|      15|      0|    0.83|  0.83|                10|             12|             12|               0|     15|            15|            1|
|1320|      50|      0|    0.59|  0.65|                24|             41|             37|               7|     50|            50|            1|
|1321|      25|      0|    0.77|  0.83|                20|             26|             24|               3|     25|            25|            1|
|1322|      42|      0|    0.82|  0.79|                33|             40|             42|               4|     42|            42|            1|
|1323|      27|      0|    0.76|  0.72|                13|             17|             18|               1|     27|            27|            1|
|1324|      37|      0|    1.00|  0.96|                27|             27|             28|               0|     37|            37|            1|
|1325|       8|      0|    1.00|  1.00|                 6|              6|              6|               0|      8|             8|            1|
|1326|      29|      0|    0.79|  0.83|                15|             19|             18|               2|     29|            29|            1|
|1327|      34|      0|    1.00|  0.97|                31|             31|             32|               0|     34|            34|            1|
|1328|      26|      0|    1.00|  0.94|                15|             15|             16|               0|     26|            26|            1|
|1329|      18|      0|    0.93|  0.82|                14|             15|             17|               0|     18|            18|            1|
|1330|      20|      0|    1.00|  0.93|                14|             14|             15|               0|     20|            20|            1|
|1331|      20|      0|    0.95|  0.95|                20|             21|             21|               1|     20|            20|            1|
|1332|      10|      0|    0.83|  1.00|                 5|              6|              5|               0|     10|            10|            1|
|1333|      20|      0|    1.00|  0.94|                16|             16|             17|               0|     20|            20|            1|
|1334|      12|      0|    1.00|  1.00|                11|             11|             11|               0|     12|            12|            1|
|1335|      36|      0|    0.93|  1.00|                26|             28|             26|               0|     36|            36|            1|
|1336|      16|      0|    0.92|  0.92|                11|             12|             12|               0|     16|            16|            1|
|1337|      12|      0|    0.38|  0.50|                 3|              8|              6|               1|     12|            12|            1|
|1338|      24|      0|    0.78|  0.70|                14|             18|             20|               4|     24|            24|            1|
|1339|      42|      0|    0.89|  0.89|                32|             36|             36|               2|     42|            42|            1|
|1340|      23|      0|    1.00|  1.00|                19|             19|             19|               0|     23|            23|            1|
|1341|      26|      0|    0.62|  0.62|                16|             26|             26|               8|     26|            26|            1|
|1342|      28|      0|    0.79|  0.83|                15|             19|             18|               2|     28|            28|            1|
|1343|      12|      0|    1.00|  1.00|                10|             10|             10|               0|     12|            12|            1|
|1344|      10|      0|    1.00|  1.00|                 6|              6|              6|               0|     10|            10|            1|
|1345|      22|      0|    0.93|  1.00|                14|             15|             14|               0|     22|            22|            1|
|1346|      34|      0|    0.52|  0.73|                16|             31|             22|               5|     34|            34|            1|
|1347|       4|      0|    1.00|  1.00|                 4|              4|              4|               0|      4|             4|            1|
|1348|      14|      0|    1.00|  1.00|                 8|              8|              8|               0|     14|            14|            1|
|1349|      27|      0|    0.80|  0.84|                16|             20|             19|               1|     27|            27|            1|
|1350|      12|      0|    0.89|  1.00|                 8|              9|              8|               0|     12|            12|            1|
|1351|      28|      0|    0.76|  0.84|                16|             21|             19|               2|     28|            28|            1|
|1352|      15|      0|    1.00|  1.00|                14|             14|             14|               0|     15|            15|            1|
|1353|      30|      0|    0.84|  0.84|                16|             19|             19|               2|     30|            30|            1|
|1354|      27|      0|    0.78|  0.82|                14|             18|             17|               2|     27|            27|            1|
|1355|      41|      0|    0.54|  0.45|                13|             24|             29|               2|     41|            41|            1|
|1356|      50|      0|    0.65|  0.77|                24|             37|             31|               3|     50|            50|            1|
|1357|      13|      0|    0.91|  0.91|                10|             11|             11|               0|     13|            13|            1|
|1358|      39|      0|    0.90|  0.87|                26|             29|             30|               2|     39|            39|            1|
|1359|      25|      0|    0.71|  0.71|                17|             24|             24|               3|     25|            25|            1|
|1360|      18|      0|    1.00|  0.94|                16|             16|             17|               0|     18|            18|            1|
|1361|      19|      0|    0.95|  0.90|                19|             20|             21|               1|     19|            19|            1|
|1362|      33|      0|    0.88|  0.84|                21|             24|             25|               3|     33|            33|            1|
|1363|      15|      0|    0.86|  0.86|                12|             14|             14|               2|     15|            15|            1|
|1364|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
|1365|      38|      0|    0.78|  0.86|                25|             32|             29|               1|     38|            38|            1|
|1366|      23|      0|    0.85|  0.85|                11|             13|             13|               2|     23|            23|            1|
|1367|      18|      0|    0.75|  0.86|                12|             16|             14|               2|     18|            18|            1|
|1368|      21|      0|    0.94|  1.00|                16|             17|             16|               0|     21|            21|            1|
|1369|      21|      0|    0.95|  0.95|                18|             19|             19|               0|     21|            21|            1|
|1370|      21|      0|    0.88|  0.88|                14|             16|             16|               2|     21|            21|            1|
|1371|      25|      0|    1.00|  0.93|                14|             14|             15|               0|     25|            25|            1|
|1372|      32|      0|    0.92|  0.88|                22|             24|             25|               1|     32|            32|            1|
|1373|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
|1374|      22|      0|    0.64|  0.64|                14|             22|             22|               6|     22|            22|            1|
|1375|      12|      0|    1.00|  1.00|                 8|              8|              8|               0|     12|            12|            1|
|1376|      30|      0|    0.88|  0.92|                22|             25|             24|               1|     30|            30|            1|
|1377|      36|      0|    0.71|  0.71|                20|             28|             28|               5|     36|            36|            1|
|1378|      24|      0|    0.70|  0.76|                16|             23|             21|               3|     24|            24|            1|
|1379|      25|      0|    0.94|  0.89|                17|             18|             19|               1|     25|            25|            1|
|1380|      15|      0|    1.00|  1.00|                13|             13|             13|               0|     15|            15|            1|
|1381|      19|      0|    1.00|  1.00|                13|             13|             13|               0|     19|            19|            1|
|1382|      19|      0|    1.00|  1.00|                12|             12|             12|               0|     19|            19|            1|
|1383|      15|      0|    1.00|  1.00|                 7|              7|              7|               0|     15|            15|            1|
|1384|      16|      0|    0.64|  0.88|                 7|             11|              8|               0|     16|            16|            1|
|1385|      17|      0|    0.93|  1.00|                13|             14|             13|               0|     17|            17|            1|
|1386|      34|      0|    0.75|  0.69|                18|             24|             26|               3|     34|            34|            1|
|1387|      22|      0|    0.60|  0.56|                15|             25|             27|               7|     22|            22|            1|
|1388|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
|1389|      19|      0|    0.80|  0.92|                12|             15|             13|               1|     19|            19|            1|
|1390|      17|      0|    0.83|  0.77|                10|             12|             13|               2|     17|            17|            1|
|1391|      34|      0|    0.84|  0.84|                26|             31|             31|               3|     34|            34|            1|
|1392|      22|      0|    1.00|  0.95|                19|             19|             20|               0|     22|            22|            1|
|1393|      22|      0|    1.00|  1.00|                18|             18|             18|               0|     22|            22|            1|
|1394|      13|      0|    0.92|  1.00|                12|             13|             12|               0|     13|            13|            1|
|1395|      27|      0|    0.81|  0.85|                17|             21|             20|               2|     27|            27|            1|
|1396|      12|      0|    1.00|  1.00|                10|             10|             10|               0|     12|            12|            1|
|1397|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
|1398|       4|      0|    1.00|  1.00|                 3|              3|              3|               0|      4|             4|            1|
|1399|      13|      0|    0.89|  1.00|                 8|              9|              8|               0|     13|            13|            1|
|1400|      29|      0|    0.77|  0.81|                17|             22|             21|               1|     29|            29|            1|
|1401|      34|      0|    0.97|  1.00|                29|             30|             29|               0|     34|            34|            1|
|1402|      16|      0|    1.00|  1.00|                15|             15|             15|               0|     16|            16|            1|
|1403|      18|      0|    1.00|  1.00|                15|             15|             15|               0|     18|            18|            1|
|1404|      42|      0|    0.89|  0.89|                31|             35|             35|               4|     42|            42|            1|
|1405|      26|      0|    0.76|  0.76|                16|             21|             21|               1|     26|            26|            1|
|1406|       3|      0|    1.00|  1.00|                 1|              1|              1|               0|      3|             3|            1|
|1407|      50|      0|    0.91|  0.87|                40|             44|             46|               2|     50|            50|            1|
|1408|      21|      0|    0.94|  1.00|                15|             16|             15|               0|     21|            21|            1|
|1409|      23|      0|    0.90|  0.90|                19|             21|             21|               1|     23|            23|            1|
|1410|      15|      0|    1.00|  0.90|                 9|              9|             10|               0|     15|            15|            1|
|1411|      22|      0|    0.83|  0.83|                15|             18|             18|               0|     22|            22|            1|
|1412|      31|      0|    0.85|  0.85|                22|             26|             26|               0|     31|            31|            1|
|1413|      53|      0|    0.83|  0.86|                38|             46|             44|               2|     53|            53|            1|
|1414|      21|      0|    0.91|  0.95|                20|             22|             21|               0|     21|            21|            1|
|1415|      44|      0|    0.86|  0.86|                30|             35|             35|               2|     44|            44|            1|
|1416|      31|      0|    0.97|  0.97|                30|             31|             31|               0|     31|            31|            1|
|1417|      19|      0|    1.00|  1.00|                10|             10|             10|               0|     19|            19|            1|
|1418|      21|      0|    1.00|  1.00|                16|             16|             16|               0|     21|            21|            1|
|1419|      11|      0|    1.00|  1.00|                 8|              8|              8|               0|     11|            11|            1|
|1420|      19|      0|    1.00|  1.00|                10|             10|             10|               0|     19|            19|            1|
|1421|      45|      0|    0.88|  0.91|                30|             34|             33|               1|     45|            45|            1|
|1422|      38|      0|    0.84|  0.93|                27|             32|             29|               2|     38|            38|            1|
|1423|      10|      0|    1.00|  1.00|                 8|              8|              8|               0|     10|            10|            1|
|1424|      30|      0|    0.85|  0.85|                17|             20|             20|               1|     30|            30|            1|
|1425|      37|      0|    0.76|  0.76|                22|             29|             29|               6|     37|            37|            1|
|1426|      18|      0|    1.00|  1.00|                11|             11|             11|               0|     18|            18|            1|
|1427|      47|      0|    0.52|  0.62|                15|             29|             24|               8|     47|            47|            1|
|1428|      29|      0|    0.86|  0.86|                19|             22|             22|               2|     29|            29|            1|
|1429|      36|      0|    1.00|  1.00|                26|             26|             26|               0|     36|            36|            1|
|1430|      15|      0|    0.78|  0.88|                 7|              9|              8|               1|     15|            15|            1|
|1431|      36|      0|    0.91|  0.91|                29|             32|             32|               1|     36|            36|            1|
|1432|      57|      0|    0.91|  0.96|                43|             47|             45|               1|     57|            57|            1|
|1433|      17|      0|    0.83|  0.83|                10|             12|             12|               1|     17|            17|            1|
|1434|      12|      0|    0.60|  1.00|                 6|             10|              6|               0|     12|            12|            1|
|1435|      38|      0|    0.97|  0.93|                28|             29|             30|               0|     38|            38|            1|
|1436|      24|      0|    0.84|  0.89|                16|             19|             18|               1|     24|            24|            1|
|1437|      28|      0|    0.85|  0.89|                17|             20|             19|               1|     28|            28|            1|
|1438|      45|      0|    0.74|  0.76|                29|             39|             38|               7|     45|            45|            1|
|1439|      19|      0|    1.00|  1.00|                20|             20|             20|               0|     19|            19|            1|
|1440|      22|      0|    1.00|  1.00|                19|             19|             19|               0|     22|            22|            1|
|1441|      27|      0|    0.71|  0.86|                12|             17|             14|               2|     27|            27|            1|
|1442|      60|      0|    1.00|  0.83|                19|             19|             23|               0|     60|            60|            1|
|1443|      15|      0|    1.00|  1.00|                 8|              8|              8|               0|     15|            15|            1|
|1444|      38|      0|    0.89|  0.91|                32|             36|             35|               1|     38|            38|            1|
|1445|      45|      0|    0.83|  0.83|                25|             30|             30|               4|     45|            45|            1|
|1446|      19|      0|    0.92|  0.86|                12|             13|             14|               1|     19|            19|            1|
|1447|      16|      0|    0.92|  0.92|                12|             13|             13|               0|     16|            16|            1|
|1448|      24|      0|    1.00|  1.00|                21|             21|             21|               0|     24|            24|            1|
|1449|      20|      0|    0.93|  1.00|                13|             14|             13|               0|     20|            20|            1|
|1450|      30|      0|    0.79|  0.88|                15|             19|             17|               1|     30|            30|            1|
|1451|      41|      0|    0.97|  0.88|                29|             30|             33|               1|     41|            41|            1|
|1452|      16|      0|    0.89|  0.89|                 8|              9|              9|               0|     16|            16|            1|
|1453|      17|      0|    0.91|  0.91|                10|             11|             11|               0|     17|            17|            1|
|1454|      37|      0|    0.88|  0.88|                23|             26|             26|               2|     37|            37|            1|
|1455|      16|      0|    0.46|  0.55|                 6|             13|             11|               4|     16|            16|            1|
|1456|      22|      0|    0.95|  0.95|                20|             21|             21|               0|     22|            22|            1|
|1457|      39|      0|    0.78|  0.83|                25|             32|             30|               3|     39|            39|            1|
|1458|      33|      0|    0.87|  0.96|                27|             31|             28|               1|     33|            33|            1|
|1459|      19|      0|    0.91|  0.95|                20|             22|             21|               0|     19|            19|            1|
|1460|      17|      0|    0.82|  0.93|                14|             17|             15|               0|     17|            17|            1|
|1461|      28|      0|    0.96|  1.00|                23|             24|             23|               0|     28|            28|            1|
|1462|      25|      0|    1.00|  1.00|                20|             20|             20|               0|     25|            25|            1|
|1463|      12|      0|    0.92|  0.92|                11|             12|             12|               0|     12|            12|            1|
|1464|      27|      0|    0.76|  0.76|                16|             21|             21|               4|     27|            27|            1|
|1465|      40|      0|    0.85|  0.88|                23|             27|             26|               1|     40|            40|            1|
|1466|      11|      0|    1.00|  1.00|                 8|              8|              8|               0|     11|            11|            1|
|1467|      14|      0|    1.00|  1.00|                 9|              9|              9|               0|     14|            14|            1|
|1468|      24|      0|    1.00|  1.00|                19|             19|             19|               0|     24|            24|            1|
|1469|       8|      0|    1.00|  1.00|                 7|              7|              7|               0|      8|             8|            1|
|1470|      45|      0|    0.83|  0.69|                24|             29|             35|               5|     45|            45|            1|
|1471|      30|      0|    0.96|  1.00|                27|             28|             27|               0|     30|            30|            1|
|1472|      15|      0|    1.00|  1.00|                12|             12|             12|               0|     15|            15|            1|
|1473|      19|      0|    0.94|  0.94|                17|             18|             18|               0|     19|            19|            1|
|1474|      32|      0|    0.96|  1.00|                24|             25|             24|               0|     32|            32|            1|
|1475|      12|      0|    1.00|  1.00|                13|             13|             13|               0|     12|            12|            1|
|1476|      23|      0|    0.81|  0.81|                13|             16|             16|               2|     23|            23|            1|
|1477|      22|      0|    0.80|  1.00|                12|             15|             12|               0|     22|            22|            1|
|1478|      17|      0|    1.00|  0.94|                15|             15|             16|               0|     17|            17|            1|
|1479|      19|      0|    0.81|  0.93|                13|             16|             14|               0|     19|            19|            1|
|1480|      11|      0|    1.00|  1.00|                 7|              7|              7|               0|     11|            11|            1|
|1481|      24|      0|    0.71|  0.92|                12|             17|             13|               1|     24|            24|            1|
|1482|      11|      0|    1.00|  1.00|                 8|              8|              8|               0|     11|            11|            1|
|1483|      13|      0|    0.78|  0.78|                 7|              9|              9|               2|     13|            13|            1|
|1484|      15|      0|    1.00|  1.00|                10|             10|             10|               0|     15|            15|            1|
|1485|      44|      0|    0.84|  0.81|                26|             31|             32|               4|     44|            44|            1|
|1486|       4|      0|    1.00|  1.00|                 4|              4|              4|               0|      4|             4|            1|
|1487|      29|      0|    0.96|  0.93|                25|             26|             27|               0|     29|            29|            1|
|1488|      31|      0|    1.00|  0.95|                20|             20|             21|               0|     31|            31|            1|
|1489|      12|      0|    1.00|  0.92|                11|             11|             12|               0|     12|            12|            1|
|1490|      34|      0|    0.93|  0.96|                27|             29|             28|               0|     34|            34|            1|
|1491|      32|      0|    0.64|  0.70|                16|             25|             23|               7|     32|            32|            1|
|1492|      17|      0|    0.93|  0.93|                14|             15|             15|               0|     17|            17|            1|
|1493|       9|      0|    1.00|  1.00|                 8|              8|              8|               0|      9|             9|            1|
|1494|      24|      0|    0.94|  0.94|                15|             16|             16|               0|     24|            24|            1|
|1495|      21|      0|    0.86|  0.92|                12|             14|             13|               1|     21|            21|            1|
|1496|      22|      0|    0.94|  0.94|                17|             18|             18|               0|     22|            22|            1|
|1497|      11|      0|    0.78|  0.88|                 7|              9|              8|               0|     11|            11|            1|
|1498|      35|      0|    0.96|  0.96|                27|             28|             28|               0|     35|            35|            1|
|1499|      17|      0|    1.00|  0.90|                 9|              9|             10|               0|     17|            17|            1|
|1500|       7|      0|    0.50|  0.75|                 3|              6|              4|               0|      7|             7|            1|
|1501|      20|      0|    0.71|  0.77|                10|             14|             13|               2|     20|            20|            1|
|1502|      31|      0|    0.84|  0.84|                16|             19|             19|               1|     31|            31|            1|
|1503|      21|      0|    0.93|  1.00|                13|             14|             13|               0|     21|            21|            1|
|1504|      35|      0|    0.86|  0.89|                25|             29|             28|               3|     35|            35|            1|
|1505|      17|      0|    0.93|  0.93|                14|             15|             15|               0|     17|            17|            1|
|1506|      33|      0|    0.96|  0.96|                26|             27|             27|               0|     33|            33|            1|
|1507|      26|      0|    0.81|  0.89|                17|             21|             19|               2|     26|            26|            1|
|1508|      14|      0|    0.90|  0.90|                 9|             10|             10|               0|     14|            14|            1|
|1509|      11|      0|    1.00|  1.00|                 7|              7|              7|               0|     11|            11|            1|
|1510|      26|      0|    0.91|  0.95|                20|             22|             21|               1|     26|            26|            1|
|1511|      24|      0|    0.94|  0.94|                15|             16|             16|               0|     24|            24|            1|
|1512|      29|      0|    0.96|  0.89|                24|             25|             27|               0|     29|            29|            1|
|1513|      21|      0|    0.94|  0.83|                15|             16|             18|               1|     21|            21|            1|
|1514|      28|      0|    0.87|  1.00|                26|             30|             26|               0|     28|            28|            1|
|1515|      39|      0|    0.78|  0.89|                25|             32|             28|               3|     39|            39|            1|
|1516|      14|      0|    0.88|  0.88|                 7|              8|              8|               0|     14|            14|            1|
|1517|      25|      0|    0.95|  0.95|                18|             19|             19|               0|     25|            25|            1|
|1518|      26|      0|    0.79|  0.90|                19|             24|             21|               1|     26|            26|            1|
|1519|      19|      0|    0.92|  1.00|                11|             12|             11|               0|     19|            19|            1|
|1520|      26|      0|    0.80|  0.84|                16|             20|             19|               1|     26|            26|            1|
|1521|      18|      0|    0.86|  0.80|                12|             14|             15|               0|     18|            18|            1|
|1522|      24|      0|    0.85|  0.92|                11|             13|             12|               0|     24|            24|            1|
|1523|      16|      0|    0.82|  0.82|                 9|             11|             11|               0|     16|            16|            1|
|1524|      15|      0|    0.93|  1.00|                14|             15|             14|               0|     15|            15|            1|
|1525|      16|      0|    1.00|  1.00|                11|             11|             11|               0|     16|            16|            1|
|1526|      15|      0|    0.92|  0.85|                11|             12|             13|               1|     15|            15|            1|
|1527|      23|      0|    1.00|  1.00|                15|             15|             15|               0|     23|            23|            1|
|1528|      17|      0|    0.80|  0.86|                12|             15|             14|               0|     17|            17|            1|
|1529|       8|      0|    1.00|  1.00|                 7|              7|              7|               0|      8|             8|            1|
|1530|      27|      0|    0.95|  0.95|                20|             21|             21|               0|     27|            27|            1|
|1531|      24|      0|    0.79|  0.92|                11|             14|             12|               0|     24|            24|            1|
|1532|      18|      0|    1.00|  1.00|                16|             16|             16|               0|     18|            18|            1|
|1533|      19|      0|    0.89|  0.94|                17|             19|             18|               0|     19|            19|            1|
|1534|      21|      0|    0.83|  0.94|                15|             18|             16|               0|     21|            21|            1|
|1535|      11|      0|    1.00|  1.00|                 7|              7|              7|               0|     11|            11|            1|
|1536|       9|      0|    0.86|  1.00|                 6|              7|              6|               0|      9|             9|            1|
|1537|      17|      0|    0.55|  0.75|                 6|             11|              8|               1|     17|            17|            1|
|1538|      19|      0|    0.86|  0.92|                12|             14|             13|               0|     19|            19|            1|
|1539|      31|      0|    0.62|  0.64|                18|             29|             28|               9|     31|            31|            1|
|1540|      16|      0|    0.93|  1.00|                13|             14|             13|               0|     16|            16|            1|
|1541|      29|      0|    0.85|  0.85|                17|             20|             20|               2|     29|            29|            1|
|1542|      25|      0|    0.95|  0.95|                21|             22|             22|               0|     25|            25|            1|
|1543|      20|      0|    0.86|  0.86|                12|             14|             14|               0|     20|            20|            1|
|1544|       8|      0|    1.00|  1.00|                 5|              5|              5|               0|      8|             8|            1|
|1545|      19|      0|    1.00|  1.00|                12|             12|             12|               0|     19|            19|            1|
|1546|      17|      0|    1.00|  1.00|                12|             12|             12|               0|     17|            17|            1|
|1547|      14|      0|    0.40|  0.29|                 2|              5|              7|               0|     14|            14|            1|
|1548|       7|      0|    1.00|  1.00|                 4|              4|              4|               0|      7|             7|            1|
|1549|      17|      0|    1.00|  1.00|                10|             10|             10|               0|     17|            17|            1|
|1550|       8|      0|    1.00|  1.00|                 8|              8|              8|               0|      8|             8|            1|
|1551|      11|      0|    0.88|  0.88|                 7|              8|              8|               0|     11|            11|            1|
|1552|      29|      0|    0.88|  0.95|                21|             24|             22|               1|     29|            29|            1|
|1553|      38|      0|    0.89|  0.89|                32|             36|             36|               2|     38|            38|            1|
|1554|      25|      0|    0.83|  0.88|                15|             18|             17|               0|     25|            25|            1|
|1555|      21|      0|    0.94|  0.88|                15|             16|             17|               0|     21|            21|            1|
|1556|      27|      0|    0.95|  0.95|                20|             21|             21|               0|     27|            27|            1|
|1557|      15|      0|    0.89|  0.80|                 8|              9|             10|               0|     15|            15|            1|
|1558|      12|      0|    0.62|  0.62|                 5|              8|              8|               3|     12|            12|            1|
|1559|      26|      0|    0.72|  0.76|                13|             18|             17|               3|     26|            26|            1|
|1560|      10|      0|    0.67|  0.67|                 4|              6|              6|               0|     10|            10|            1|
|1561|      30|      0|    0.89|  0.89|                25|             28|             28|               1|     30|            30|            1|
|1562|      19|      0|    0.86|  0.75|                12|             14|             16|               2|     19|            19|            1|
|1563|       6|      0|    1.00|  1.00|                 5|              5|              5|               0|      6|             6|            1|
|1564|      30|      0|    1.00|  1.00|                19|             19|             19|               0|     30|            30|            1|
|1565|      27|      0|    0.80|  0.76|                16|             20|             21|               2|     27|            27|            1|
|1566|      23|      0|    0.87|  0.87|                13|             15|             15|               1|     23|            23|            1|
|1567|      15|      0|    0.70|  0.70|                 7|             10|             10|               0|     15|            15|            1|
|1568|      29|      0|    0.81|  0.89|                17|             21|             19|               1|     29|            29|            1|
|1569|      35|      0|    1.00|  0.97|                28|             28|             29|               0|     35|            35|            1|
|1570|      28|      0|    0.75|  0.68|                15|             20|             22|               5|     28|            28|            1|
|1571|      19|      0|    0.88|  0.83|                15|             17|             18|               1|     19|            19|            1|
|1572|      12|      0|    0.69|  0.75|                 9|             13|             12|               1|     12|            12|            1|
|1573|      24|      0|    0.89|  0.89|                16|             18|             18|               0|     24|            24|            1|
|1574|      19|      0|    0.88|  0.82|                14|             16|             17|               1|     19|            19|            1|
|1575|      12|      0|    0.77|  0.83|                10|             13|             12|               0|     12|            12|            1|
|1576|      18|      0|    0.94|  0.94|                16|             17|             17|               0|     18|            18|            1|
|1577|      21|      0|    0.61|  0.69|                11|             18|             16|               3|     21|            21|            1|
|1578|      46|      0|    0.66|  0.68|                23|             35|             34|               6|     46|            46|            1|
|1579|      27|      0|    0.90|  0.90|                19|             21|             21|               0|     27|            27|            1|
|1580|       6|      0|    1.00|  1.00|                 5|              5|              5|               0|      6|             6|            1|
|1581|      46|      0|    0.71|  0.69|                25|             35|             36|               6|     46|            46|            1|
|1582|      33|      0|    0.84|  0.81|                21|             25|             26|               2|     33|            33|            1|
|1583|      17|      0|    0.92|  0.85|                11|             12|             13|               1|     17|            17|            1|
|1584|      15|      0|    1.00|  1.00|                 9|              9|              9|               0|     15|            15|            1|
|1585|      13|      0|    0.93|  1.00|                13|             14|             13|               0|     13|            13|            1|
|1586|      28|      0|    0.68|  0.68|                15|             22|             22|               6|     28|            28|            1|
|1587|      18|      0|    1.00|  1.00|                18|             18|             18|               0|     18|            18|            1|
|1588|      19|      0|    0.87|  0.81|                13|             15|             16|               2|     19|            19|            1|
|1589|      32|      0|    0.91|  1.00|                21|             23|             21|               0|     32|            32|            1|
|1590|       6|      0|    1.00|  1.00|                 5|              5|              5|               0|      6|             6|            1|
|1591|      11|      0|    0.90|  0.90|                 9|             10|             10|               0|     11|            11|            1|
|1592|      37|      0|    0.87|  0.93|                27|             31|             29|               1|     37|            37|            1|
|1593|       5|      0|    1.00|  1.00|                 4|              4|              4|               0|      5|             5|            1|
|1594|      40|      0|    1.00|  1.00|                31|             31|             31|               0|     40|            40|            1|
|1595|      31|      0|    0.87|  0.87|                20|             23|             23|               2|     31|            31|            1|
|1596|      16|      0|    1.00|  0.92|                11|             11|             12|               0|     16|            16|            1|
|1597|      37|      0|    0.91|  0.94|                32|             35|             34|               2|     37|            37|            1|
|1598|      28|      0|    0.79|  0.79|                15|             19|             19|               3|     28|            28|            1|
|1599|      28|      0|    0.91|  0.91|                21|             23|             23|               2|     28|            28|            1|
|1600|      30|      0|    0.86|  0.86|                19|             22|             22|               3|     30|            30|            1|
|1601|      27|      0|    0.86|  1.00|                19|             22|             19|               0|     27|            27|            1|
|1602|      40|      0|    0.91|  1.00|                29|             32|             29|               0|     40|            40|            1|
|1603|      16|      0|    1.00|  0.93|                13|             13|             14|               0|     16|            16|            1|
|1604|      22|      0|    1.00|  1.00|                20|             20|             20|               0|     22|            22|            1|
|1605|       9|      0|    1.00|  1.00|                 6|              6|              6|               0|      9|             9|            1|
|1606|      22|      0|    0.87|  0.87|                20|             23|             23|               2|     22|            22|            1|
|1607|      22|      0|    0.94|  0.94|                17|             18|             18|               0|     22|            22|            1|
|1608|      15|      0|    1.00|  1.00|                12|             12|             12|               0|     15|            15|            1|
|1609|      14|      0|    1.00|  1.00|                11|             11|             11|               0|     14|            14|            1|
|1610|      14|      0|    1.00|  1.00|                10|             10|             10|               0|     14|            14|            1|
|1611|      22|      0|    0.89|  0.94|                17|             19|             18|               1|     22|            22|            1|
|1612|      14|      0|    1.00|  1.00|                14|             14|             14|               0|     14|            14|            1|
|1613|      18|      0|    0.85|  0.85|                11|             13|             13|               2|     18|            18|            1|
|1614|      10|      0|    0.88|  1.00|                 7|              8|              7|               0|     10|            10|            1|
|1615|      18|      0|    0.92|  0.92|                11|             12|             12|               0|     18|            18|            1|
|1616|      24|      0|    0.79|  0.79|                15|             19|             19|               3|     24|            24|            1|
|1617|      31|      0|    0.95|  0.95|                19|             20|             20|               0|     31|            31|            1|
|1618|      29|      0|    0.90|  0.95|                18|             20|             19|               0|     29|            29|            1|
|1619|      24|      0|    0.84|  0.94|                16|             19|             17|               1|     24|            24|            1|
|1620|      17|      0|    0.92|  1.00|                12|             13|             12|               0|     17|            17|            1|
|1621|      20|      0|    0.93|  1.00|                14|             15|             14|               0|     20|            20|            1|
|1622|      21|      0|    1.00|  1.00|                11|             11|             11|               0|     21|            21|            1|
|1623|      31|      0|    1.00|  0.95|                21|             21|             22|               0|     31|            31|            1|
